source,title,distance,elevation_up,elevation_down,duration,difficulty,fitness,link,dups
komoot,Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Orvin,9.99,365.76,365.76,03:04:00,medium,difficult,https://www.komoot.com/smarttour/5471494,"[('Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Orvin', 100.0, 101), ('Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut loop from Orvin', 95.0, 102), ('Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet loop from Orvin', 95.0, 103)]"
komoot,Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut loop from Orvin,8.33,289.56,289.56,02:32:00,medium,difficult,https://www.komoot.com/smarttour/4147568,"[('Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut loop from Orvin', 100.0, 102), ('Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Orvin', 95.0, 101), ('Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet loop from Orvin', 95.0, 103)]"
komoot,Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet loop from Orvin,10.95,350.52,350.52,03:18:00,medium,difficult,https://www.komoot.com/smarttour/1514964,"[('Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet loop from Orvin', 100.0, 103), ('Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Orvin', 95.0, 101), ('Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut loop from Orvin', 95.0, 102)]"
komoot,Combe Grède – Antenne de Chasseral loop from Villeret,21.26,960.12,960.12,07:25:00,difficult,difficult,https://www.komoot.com/smarttour/8010652,"[('Combe Grède – Antenne de Chasseral loop from Villeret', 100.0, 104)]"
komoot,Hôtel du Chasseral – Combe Grède loop from Villeret,9.61,769.62,769.62,04:33:00,difficult,difficult,https://www.komoot.com/smarttour/4148392,"[('Hôtel du Chasseral – Combe Grède loop from Villeret', 100.0, 105), ('Combe Grède – Hôtel du Chasseral loop from Villeret', 95.0, 98)]"
komoot,Hiking loop from Cormoret,7.41,205.74,205.74,03:17:00,medium,difficult,https://www.komoot.com/smarttour/1511961,"[('Hiking loop from Cormoret', 100.0, 106)]"
komoot,Mont Soleil loop from Mont Soleil,13.59,289.56,289.56,03:51:00,medium,difficult,https://www.komoot.com/smarttour/8004155,"[('Mont Soleil loop from Mont Soleil', 100.0, 107)]"
komoot,Jurahaus – Picnic place loop from Orvin,7.28,312.42,312.42,02:23:00,medium,difficult,https://www.komoot.com/smarttour/8005133,"[('Jurahaus – Picnic place loop from Orvin', 100.0, 108)]"
komoot,Stierenberg – Restaurant Stierenberg loop from Romont,7.32,198.12,198.12,02:08:00,medium,difficult,https://www.komoot.com/smarttour/4148159,"[('Stierenberg – Restaurant Stierenberg loop from Romont', 100.0, 109)]"
komoot,Blick ins Seeland Alpen – Antenne de Chasseral loop from Courtelary,11.57,388.62,396.24,03:30:00,medium,difficult,https://www.komoot.com/smarttour/992841,"[('Blick ins Seeland Alpen – Antenne de Chasseral loop from Courtelary', 100.0, 110)]"
komoot,Montoz loop from Reuchenette-Péry,8.72,746.76,746.76,05:09:00,difficult,difficult,https://www.komoot.com/smarttour/1516232,"[('Montoz loop from Reuchenette-Péry', 100.0, 111)]"
komoot,Métairie de la Werdtberg – Chaîne de Montoz loop from La Heutte,20.72,777.24,777.24,05:57:00,difficult,difficult,https://www.komoot.com/smarttour/1516611,"[('Métairie de la Werdtberg – Chaîne de Montoz loop from La Heutte', 100.0, 112)]"
komoot,"Restaurant Bözingenberg – Bergerie, blick auf Chasseral loop from Romont",10.34,289.56,289.56,03:01:00,medium,difficult,https://www.komoot.com/smarttour/1515660,"[('Restaurant Bözingenberg – Bergerie, blick auf Chasseral loop from Romont', 100.0, 113)]"
komoot,Schloss Aarwangen loop from Aarwangen Schloss,7.46,60.96,53.34,01:57:00,easy,difficult,https://www.komoot.com/smarttour/1132421,"[('Schloss Aarwangen loop from Aarwangen Schloss', 100.0, 114), ('Önz Mündung – Vogelroupfi - Blick loop from Aarwangen Schloss', 95.0, 127), ('Schloss Aarwangen loop from Meiniswil', 95.0, 1636)]"
komoot,Stauwehr Murg – Murg Naturschutzzone loop from Schwarzhäusern,11.48,144.78,144.78,03:06:00,medium,difficult,https://www.komoot.com/smarttour/1816503,"[('Stauwehr Murg – Murg Naturschutzzone loop from Schwarzhäusern', 100.0, 115)]"
komoot,Aspisee – Picknickplatz mit Feuerstelle loop from St. Urban,10.77,182.88,182.88,02:58:00,medium,difficult,https://www.komoot.com/smarttour/560318,"[('Aspisee – Picknickplatz mit Feuerstelle loop from St. Urban', 100.0, 116)]"
komoot,Aspisee – Tierpark Langenthal loop from Langenthal,10.95,175.26,175.26,03:00:00,medium,difficult,https://www.komoot.com/smarttour/8023968,"[('Aspisee – Tierpark Langenthal loop from Langenthal', 100.0, 117)]"
komoot,Schöne Hügellandschaft loop from Gerbe,15.26,419.1,419.1,04:29:00,medium,difficult,https://www.komoot.com/smarttour/5478313,"[('Schöne Hügellandschaft loop from Gerbe', 100.0, 118)]"
komoot,Urkraft Aare – Reformierte Kirche Wynau loop from Roggwil-Wynau,13.96,160.02,160.02,03:44:00,medium,difficult,https://www.komoot.com/smarttour/1817339,"[('Urkraft Aare – Reformierte Kirche Wynau loop from Roggwil-Wynau', 100.0, 119)]"
komoot,Hohwacht – Hochwacht loop from Madiswil,9.21,236.22,236.22,02:42:00,medium,difficult,https://www.komoot.com/smarttour/560289,"[('Hohwacht – Hochwacht loop from Madiswil', 100.0, 120)]"
komoot,Ehemaliges Kloster St. Urban loop from St. Urban,6.23,91.44,91.44,01:42:00,easy,difficult,https://www.komoot.com/smarttour/1132415,"[('Ehemaliges Kloster St. Urban loop from St. Urban', 100.0, 121), ('Trübelbachweiher – Ehemaliges Kloster St. Urban loop from St. Urban', 95.0, 124)]"
komoot,Ruine Grünenberg Melchnau loop from Melchnau,6.31,114.3,129.54,01:46:00,medium,difficult,https://www.komoot.com/smarttour/1815691,"[('Ruine Grünenberg Melchnau loop from Melchnau', 100.0, 122), ('Ruine Grünenberg Melchnau loop from Altbüron', 95.0, 123)]"
komoot,Ruine Grünenberg Melchnau loop from Altbüron,6.68,129.54,129.54,01:52:00,medium,difficult,https://www.komoot.com/smarttour/8022760,"[('Ruine Grünenberg Melchnau loop from Altbüron', 100.0, 123), ('Ruine Grünenberg Melchnau loop from Melchnau', 95.0, 122)]"
komoot,Trübelbachweiher – Ehemaliges Kloster St. Urban loop from St. Urban,5.56,91.44,91.44,01:32:00,easy,difficult,https://www.komoot.com/smarttour/8022056,"[('Trübelbachweiher – Ehemaliges Kloster St. Urban loop from St. Urban', 100.0, 124), ('Ehemaliges Kloster St. Urban loop from St. Urban', 95.0, 121)]"
komoot,Langeten Fussweg – Langete Flussverlauf loop from Madiswil,4.82,22.86,22.86,01:14:00,easy,difficult,https://www.komoot.com/smarttour/1132388,"[('Langeten Fussweg – Langete Flussverlauf loop from Madiswil', 100.0, 125)]"
komoot,Hochwacht loop from Grossdietwil,13.52,342.9,342.9,03:56:00,medium,difficult,https://www.komoot.com/smarttour/1817005,"[('Hochwacht loop from Grossdietwil', 100.0, 126)]"
komoot,Önz Mündung – Vogelroupfi - Blick loop from Aarwangen Schloss,11.94,83.82,83.82,03:07:00,medium,difficult,https://www.komoot.com/smarttour/12219217,"[('Önz Mündung – Vogelroupfi - Blick loop from Aarwangen Schloss', 100.0, 127), ('Schloss Aarwangen loop from Aarwangen Schloss', 95.0, 114)]"
komoot,Sängeliweier – Spazierweg Waldrand loop from Trubberg,8.1,83.82,83.82,02:09:00,medium,difficult,https://www.komoot.com/smarttour/1815515,"[('Sängeliweier – Spazierweg Waldrand loop from Trubberg', 100.0, 128)]"
komoot,Spazierweg Waldrand – Sängeliweier loop from Lotzwil,8.43,91.44,91.44,02:14:00,medium,difficult,https://www.komoot.com/smarttour/5477801,"[('Spazierweg Waldrand – Sängeliweier loop from Lotzwil', 100.0, 129)]"
komoot,Spazierweg Waldrand – Sängeliweier loop from Langenthal,6.39,53.34,53.34,01:41:00,easy,difficult,https://www.komoot.com/smarttour/1812871,"[('Spazierweg Waldrand – Sängeliweier loop from Langenthal', 100.0, 130)]"
komoot,Hochwacht – Wässermatte loop from Langenthal,20.14,434.34,434.34,05:47:00,difficult,difficult,https://www.komoot.com/smarttour/8024912,"[('Hochwacht – Wässermatte loop from Langenthal', 100.0, 131)]"
komoot,Erlebnisspfad Roggwil loop from Langenthal,8.74,91.44,91.44,02:19:00,medium,difficult,https://www.komoot.com/smarttour/8022917,"[('Erlebnisspfad Roggwil loop from Langenthal', 100.0, 132)]"
komoot,Erlebnisspfad Roggwil loop from Roggwil Buchägerten,11.78,175.26,175.26,03:12:00,medium,difficult,https://www.komoot.com/smarttour/8023938,"[('Erlebnisspfad Roggwil loop from Roggwil Buchägerten', 100.0, 133)]"
komoot,"Ämmeuferweg – ""Emme Schwelle bei Aefligen"" loop from Utzenstorf",8.56,53.34,53.34,03:01:00,medium,difficult,https://www.komoot.com/smarttour/1814757,"[('Ämmeuferweg – ""Emme Schwelle bei Aefligen"" loop from Utzenstorf', 100.0, 134), ('Ämmeuferweg – ""Emme Schwelle bei Aefligen"" loop from Aefligen', 95.0, 1557)]"
komoot,Utzensdorf: Schloss Landshut – Schloss Landshut loop from Gerlafingen,11.77,60.96,60.96,03:02:00,medium,difficult,https://www.komoot.com/smarttour/4169926,"[('Utzensdorf: Schloss Landshut – Schloss Landshut loop from Gerlafingen', 100.0, 135)]"
komoot,Schloss Landshut – Utzensdorf: Schloss Landshut loop from Utzenstorf,6.67,76.2,76.2,03:12:00,medium,difficult,https://www.komoot.com/smarttour/1814778,"[('Schloss Landshut – Utzensdorf: Schloss Landshut loop from Utzenstorf', 100.0, 136)]"
komoot,Hiking loop from Gerlafingen,11.74,53.34,53.34,01:48:00,easy,difficult,https://www.komoot.com/smarttour/12212984,"[('Hiking loop from Gerlafingen', 100.0, 137)]"
komoot,Schloss Landshut – Utzensdorf: Schloss Landshut loop from Bätterkinden,13.28,15.24,15.24,01:25:00,easy,difficult,https://www.komoot.com/smarttour/4165204,"[('Schloss Landshut – Utzensdorf: Schloss Landshut loop from Bätterkinden', 100.0, 138)]"
komoot,Hiking loop from Bätterkinden,11.93,30.48,30.48,01:34:00,easy,difficult,https://www.komoot.com/smarttour/12212862,"[('Hiking loop from Bätterkinden', 100.0, 139)]"
komoot,Aussichtspunkt loop from Schönbühl,10.76,251.46,251.46,03:04:00,medium,difficult,https://www.komoot.com/smarttour/4171322,"[('Aussichtspunkt loop from Schönbühl', 100.0, 140)]"
komoot,Hiking loop from Wiler,13.6,53.34,53.34,02:28:00,medium,difficult,https://www.komoot.com/smarttour/12216040,"[('Hiking loop from Wiler', 100.0, 141)]"
komoot,Hiking loop from Urtenen,10.8,68.58,68.58,02:08:00,medium,difficult,https://www.komoot.com/smarttour/4170046,"[('Hiking loop from Urtenen', 100.0, 142)]"
komoot,Bäckerei/Café Winz loop from Utzenstorf,12.31,38.1,38.1,02:29:00,medium,difficult,https://www.komoot.com/smarttour/12218593,"[('Bäckerei/Café Winz loop from Utzenstorf', 100.0, 143)]"
komoot,Hiking loop from Münchenbuchsee,16.62,160.02,160.02,03:05:00,medium,difficult,https://www.komoot.com/smarttour/4172134,"[('Hiking loop from Münchenbuchsee', 100.0, 144)]"
komoot,Aussichtspunkt Schwarzkopf – Aussichtspunkt loop from Moosseedorf,12.84,312.42,312.42,03:41:00,medium,difficult,https://www.komoot.com/smarttour/1813012,"[('Aussichtspunkt Schwarzkopf – Aussichtspunkt loop from Moosseedorf', 100.0, 145)]"
komoot,Aussicht oberhalb Golfplatz loop from Münchenbuchsee,9.13,53.34,53.34,02:22:00,medium,difficult,https://www.komoot.com/smarttour/4169806,"[('Aussicht oberhalb Golfplatz loop from Münchenbuchsee', 100.0, 146)]"
komoot,Schloss Jegenstorf – Schöner Brätliplatz loop from Jegenstorf,10.11,76.2,76.2,02:07:00,medium,difficult,https://www.komoot.com/smarttour/5477906,"[('Schloss Jegenstorf – Schöner Brätliplatz loop from Jegenstorf', 100.0, 147)]"
komoot,Aussicht oberhalb Golfplatz loop from Moosseedorf,4.7,38.1,38.1,01:14:00,medium,difficult,https://www.komoot.com/smarttour/1802673,"[('Aussicht oberhalb Golfplatz loop from Moosseedorf', 100.0, 148)]"
komoot,Schloss Jegenstorf – faltuc loop from Schönbühl SBB,13.83,30.48,30.48,02:16:00,medium,difficult,https://www.komoot.com/smarttour/8025566,"[('Schloss Jegenstorf – faltuc loop from Schönbühl SBB', 100.0, 149), ('Faltuc – Schloss Jegenstorf loop from Jegenstorf', 95.0, 151)]"
komoot,Ämmeuferweg – Emmeweg loop from Utzenstorf,6.3,106.68,99.06,05:43:00,difficult,difficult,https://www.komoot.com/smarttour/12219627,"[('Ämmeuferweg – Emmeweg loop from Utzenstorf', 100.0, 150)]"
komoot,Faltuc – Schloss Jegenstorf loop from Jegenstorf,12.38,99.06,99.06,03:03:00,medium,difficult,https://www.komoot.com/smarttour/1814741,"[('Faltuc – Schloss Jegenstorf loop from Jegenstorf', 100.0, 151), ('Schloss Jegenstorf – faltuc loop from Schönbühl SBB', 95.0, 149)]"
komoot,Natürlicher Urtenenbach loop from Jegenstorf,10.3,99.06,106.68,02:36:00,medium,difficult,https://www.komoot.com/smarttour/5477909,"[('Natürlicher Urtenenbach loop from Jegenstorf', 100.0, 152)]"
komoot,Altisberg loop from Wiler,8.25,76.2,76.2,02:10:00,medium,difficult,https://www.komoot.com/smarttour/12218745,"[('Altisberg loop from Wiler', 100.0, 153)]"
komoot,Aussichtsplattform Harder – Augstmatthorn loop from Underem Berg,12.78,822.96,822.96,07:11:00,difficult,difficult,https://www.komoot.com/smarttour/1856344,"[('Aussichtsplattform Harder – Augstmatthorn loop from Underem Berg', 100.0, 154)]"
komoot,Aussichtsplattform Harder – Schibefluh - UNTERSEEN (CH) loop from Luziwichel,7.68,670.56,678.18,03:43:00,medium,difficult,https://www.komoot.com/smarttour/8041381,"[('Aussichtsplattform Harder – Schibefluh - UNTERSEEN (CH) loop from Luziwichel', 100.0, 155)]"
komoot,Aussichtsplattform Harder loop from Luziwichel,6.85,640.08,640.08,03:45:00,medium,difficult,https://www.komoot.com/smarttour/8041317,"[('Aussichtsplattform Harder loop from Luziwichel', 100.0, 156)]"
komoot,Strandbad Neuhaus – Burgruine loop from Unterem Berg,9.79,60.96,60.96,02:32:00,medium,difficult,https://www.komoot.com/smarttour/12241479,"[('Strandbad Neuhaus – Burgruine loop from Unterem Berg', 100.0, 157), ('Strandbad Neuhaus loop from Unterem Berg', 95.0, 158)]"
komoot,Strandbad Neuhaus loop from Unterem Berg,8.16,99.06,99.06,02:12:00,medium,difficult,https://www.komoot.com/smarttour/1847655,"[('Strandbad Neuhaus loop from Unterem Berg', 100.0, 158), ('Strandbad Neuhaus – Burgruine loop from Unterem Berg', 95.0, 157)]"
komoot,Aussichtsplattform Harder – Wannichnubel loop from Underem Berg,4.77,259.08,266.7,02:02:00,difficult,difficult,https://www.komoot.com/smarttour/1219056,"[('Aussichtsplattform Harder – Wannichnubel loop from Underem Berg', 100.0, 159)]"
komoot,Aussichtsplattform Harder – Elfenweg uphill loop from Underem Berg,3.02,236.22,228.6,01:28:00,medium,difficult,https://www.komoot.com/smarttour/1219053,"[('Aussichtsplattform Harder – Elfenweg uphill loop from Underem Berg', 100.0, 160)]"
komoot,Strandbad Neuhaus loop from Homüedig,7.91,38.1,38.1,02:02:00,medium,difficult,https://www.komoot.com/smarttour/12247316,"[('Strandbad Neuhaus loop from Homüedig', 100.0, 161)]"
komoot,Blick auf die Aareschleuse – Goldeysteg loop from Unterem Berg,10.38,83.82,83.82,02:43:00,medium,difficult,https://www.komoot.com/smarttour/8042547,"[('Blick auf die Aareschleuse – Goldeysteg loop from Unterem Berg', 100.0, 162)]"
komoot,Casino und Kursaal Interlaken – Blick auf die Aareschleuse loop from Luziwichel,17.15,205.74,205.74,04:36:00,medium,difficult,https://www.komoot.com/smarttour/8044470,"[('Casino und Kursaal Interlaken – Blick auf die Aareschleuse loop from Luziwichel', 100.0, 163)]"
komoot,Schibefluh - UNTERSEEN (CH) loop from Unterem Berg,2.96,213.36,213.36,01:09:00,easy,difficult,https://www.komoot.com/smarttour/12241835,"[('Schibefluh - UNTERSEEN (CH) loop from Unterem Berg', 100.0, 164)]"
komoot,Funicular view – Blick zur Bergbahn loop from Interlaken,5.58,312.42,312.42,02:06:00,medium,difficult,https://www.komoot.com/smarttour/12242490,"[('Funicular view – Blick zur Bergbahn loop from Interlaken', 100.0, 165)]"
komoot,Aussichtspunkt – Au Miroir du Doubs loop from Les Brenets,15.8,464.82,457.2,04:45:00,medium,difficult,https://www.komoot.com/smarttour/5471167,"[('Aussichtspunkt – Au Miroir du Doubs loop from Les Brenets', 100.0, 166)]"
komoot,Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets,12.45,693.42,693.42,06:11:00,difficult,difficult,https://www.komoot.com/smarttour/12193956,"[('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 167), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 169), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 170)]"
komoot,Saut du Doubs – Aussichtspunkt loop from Les Brenets,9.8,350.52,358.14,03:03:00,medium,difficult,https://www.komoot.com/smarttour/8003484,"[('Saut du Doubs – Aussichtspunkt loop from Les Brenets', 100.0, 168)]"
komoot,Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets,19.62,426.72,419.1,03:02:00,medium,difficult,https://www.komoot.com/smarttour/4145816,"[('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 167), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 169), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 170)]"
komoot,Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets,9.16,464.82,464.82,03:56:00,medium,difficult,https://www.komoot.com/smarttour/12193511,"[('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 167), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 169), ('Bahnhof Les Brenets – Aussichtspunkt loop from Les Brenets', 100.0, 170)]"
komoot,See loop from La Brévine,7.33,83.82,76.2,01:57:00,easy,difficult,https://www.komoot.com/smarttour/712785,"[('See loop from La Brévine', 100.0, 171)]"
komoot,Torfabbau – Picknikplatz loop from Les Ponts-de-Martel,2.93,7.62,7.62,00:45:00,easy,difficult,https://www.komoot.com/smarttour/1516625,"[('Torfabbau – Picknikplatz loop from Les Ponts-de-Martel', 100.0, 172), ('Torfabbau – Picknikplatz loop from Les-Ponts-de-Martel', 100.0, 183)]"
komoot,Hiking loop from Les Brenets,11.94,175.26,175.26,01:31:00,easy,difficult,https://www.komoot.com/smarttour/4145609,"[('Hiking loop from Les Brenets', 100.0, 173)]"
komoot,"Bahnhof / Gare, Le Locle – Auberge du Grand Sommartel loop from Le Locle, Centre ville",13.69,449.58,449.58,04:10:00,medium,difficult,https://www.komoot.com/smarttour/1511639,"[('Bahnhof / Gare, Le Locle – Auberge du Grand Sommartel loop from Le Locle, Centre ville', 100.0, 174)]"
komoot,Glacière de Monlési loop from La Brévine,14.3,312.42,312.42,04:03:00,medium,difficult,https://www.komoot.com/smarttour/5473260,"[('Glacière de Monlési loop from La Brévine', 100.0, 175)]"
