title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
Du Val de Moiry (versant E);Col du Tsaté 2868 m;T3;2 h; 530 m;1 h; 530 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/col-du-tsate-4393/mountain-hiking/du-val-de-moiry-versant-e-40768/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/col-du-tsate-4393/berg-und-alpinwandern/vom-val-de-moiry-e-seite-40768/;De l'extrémité de la route du val de Moiry (Lac de Châteaupré, 2352 m), monter au P. 2388 par un beau sentier en direction NW. Du P. 2388, atteindre le Lac de la Bayenna (2548 m) par quelques lacets et une pente gazonnée. Puis remonter la combe, progressivement plus escarpée, et atteindre au col par des gazons et des éboulis (2868 m). Montée 2h, T3.
From Randa via Alp Jatz or the Schatzplatte (Normal route);Weisshornhütte SAC 2932 m;T2;4:30 h; 1540 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/weisshornhuette-sac-2147000290/mountain-hiking/from-randa-via-alp-jatz-or-the-schatzplatte-255/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/weisshornhuette-sac-2147000290/berg-und-alpinwandern/von-randa-ueber-alp-jatz-oder-schatzplatte-255/;From Randa (1409 m, train station) cross under the viaduct and over the bridge (P. 1404). Pass the houses of Eie, cross the stream of the Schusslauizug and ascend via several long zigzags to a first rocky pulpit at 1570 m. Cross the Schusslauibach again and climb southwards through forest up to a cliff edge which is followed NW to P. 1963. Turn south again and reach Rötiboden (1977 m, turn-off to the variant via Schatzplatte). 2 1⁄2 hours.
Abenteuerzustieg von Täsch (Alaska-Trail);Weisshornhütte SAC 2932 m;T4;5:30 h; 1700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/weisshornhuette-sac-2147000290/mountain-hiking/abenteuerzustieg-von-taesch-alaska-trail-40799/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/weisshornhuette-sac-2147000290/berg-und-alpinwandern/abenteuerzustieg-von-taesch-alaska-trail-40799/;Vom Täsch aus überqueren wir die Matter Vispa über die Brücke südlich des Bahnhofs. Wir folgen dem Fahrweg ca. 200 m nordwärts, bis der gut ausgeschilderte Felsenweg zum Arigscheis nach links abzweigt. In angenehmen Kehren durch lichte Arvenwälder, später zum Teil recht ausgesetzt mit Leitern und Treppen über Felsstufen hinweg gelangen wir zum Aussichtspunkt Arigscheis P. 2244 m. Bänke, Tische und die Aussicht auf die Mischabelgruppe laden zum Verweilen ein. (2 ½ Std.)
Von der Alp Grüm;Casa Alpina Belvedere 2198 m;T1;0:15 h; 60 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/casa-alpina-belvedere-2147482434/mountain-hiking/von-der-alp-gruem-40790/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/casa-alpina-belvedere-2147482434/berg-und-alpinwandern/von-der-alp-gruem-40790/;Man folgt dem gut ausgebauten Wanderweg ostwärts, überquert die Geleise und steigt in zwei, drei Serpentinen zur aussichtsreich gelegenen Casa Alpina Belvedere hinauf.
Vom Bahnhof Bern (Normal route);Alpines Museum der Schweiz 531 m;T1;0:15 h; 10 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/alpines-museum-der-schweiz-12255/mountain-hiking/vom-bahnhof-bern-40761/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/alpines-museum-der-schweiz-12255/berg-und-alpinwandern/vom-bahnhof-bern-40761/;Aus den Tiefen der Berner Bahnhofsunterführung spätestens beim Baldachin mit der Tramhaltestelle ans Licht. Unter den Lauben der Spitalgasse ostwärts bis zu den Einkehrmöglichkeiten am Bärenplatz. Frisch gestärkt oder direkt weiter in die Marktgasse, voraus der Zytgloggenturm. Scharf rechts in die Hotelgasse, wo zahlreiche Unterkünfte die Möglichkeit für eine Zweitagestour bieten. Kurz vor dem Casino öffnet sich die Aussicht, bei guter Witterung auf die Berner Alpen, bei mässigem Wetter auf eine weitere Einkehr. Ein luftiger Gang über die Kirchenfeldbrücke, nach dem Brückenkopf westwärts bis vor das Alpinen Museum. Ab hier - Vorsicht Stufe, das unter Einheimischen berüchtigte Fallenberg-Trittli - mit wenig Höhenverlust linkerhand ins Las Alps (siehe Einkehren und Übernachten), der Eintrittspforte zum Alpinen Museum. Sollte das Fallenberg-Trittli schlechte Verhältnisse aufweisen sein, bietet sich eine die versteckte, schwach geneigte Rampe 10 Meter weiter westlich an.
Von Zermatt über Trift;Mettelhorn 3406 m;T4;4:30–5:30 h; 1800 m;2:30–3:30 h; 1800 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mettelhorn-1155/mountain-hiking/von-zermatt-ueber-trift-40716/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/mettelhorn-1155/berg-und-alpinwandern/von-zermatt-ueber-trift-40716/;Von Zermatt (1605 m) geht man kurz der Bahnhofstrasse entlang und schwenkt (vor der Kirche!) nach rechts hinauf auf den Triftweg. Auf diesem verlässt man relativ schnell den Ort und steigt zu einem Steg über den Triftbach, der sich unterhalb der Felsen von Fad befindet. Nun steigt man steil in engen Kehren hinauf bis Alterhaupt (1961 m, Rest. Edelweiss), 1 Std. Man geht nun rechts (NW) in die Schlucht des Triftbachs, kommt beim Stellistein (ca. 2060 m) vorbei und steigt auf einem Höhenweg den steilen Hang entlang bis Trift (2337 m, Berggasthaus)Nun weiter Richtung Rothornhütte SAC bis zur Abzweigung P. 2452, 1 Std.
Par le versant S, via le col de Recon (Normal route);Le Linleu 2094 m;T3;2:45 h; 990 m;2 h; 990 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/le-linleu-1052/mountain-hiking/par-le-versant-s-via-le-col-de-recon-40691/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/le-linleu-1052/berg-und-alpinwandern/par-le-versant-s-via-le-col-de-recon-40691/;De l'arrêt de bus postal La Cheurgne, suivre quelques mètres la route qui monte aux Fignards puis emprunter le sentier pédestre qui conduit au col de Recon en passant par Les Fours, Plan de Croix et la buvette de l'alpage Recon. Emprunter le sentier à droite qui conduit au col de Braitaz, contourne l'Aiguille de même nom par son flanc SW et rejoint le col d'Outanne. Ensuite s'élever légèrement à flanc de montagne vers la selle herbeuse (col de Sevan) ouverte entre le Linleu et la Tête de Sevan. Grimper alors à droite sur une raide croupe gazonnée, suivre une trace qui franchit un pas rocheux facile et remonter enfin une pente herbeuse menant au sommet. Descente par le même itinéraire.
Von Westen;Schiltfurgga 2755 m;T3;4 h; 1380 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schiltfurgga-3640/mountain-hiking/von-westen-2206/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schiltfurgga-3640/berg-und-alpinwandern/von-westen-2206/;Von Finnen (1408 m) gelangt man zuerst auf dem Wanderweg nach Chaschtler und dann durch den Wald zur Kapelle Honegga. Von hier wenig absteigend, dann wieder ansteigend zur Honalpa und weiter über P. 2205 bei den Schäferhütten vorbei, dort horizontal zum Furggbach.
Von Osten aus dem Gredetschtal;Schiltfurgga 2755 m;T5+;5 h; 1570 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schiltfurgga-3640/mountain-hiking/von-osten-aus-dem-gredetschtal-40679/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schiltfurgga-3640/berg-und-alpinwandern/von-osten-aus-dem-gredetschtal-40679/;Vom Mund (1187 m) steigt man auf dem Wanderweg und teilweise der Strasse über Tähischinu und Zienzhischinu zum Stolleneingang. Weiter gelangt man durch den beleuchteten Stollen ins Gredetschtal und über den Fahrweg bis zum meist trockenen Bachgraben, der kurz vor denn Alpgebäuden von Strick P.1644 in den Mundbach mündet.
From Mettmen (or Kies/Schwanden) (Normal route);Leglerhütte SAC 2273 m;T2;2:30 h; 700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leglerhuette-sac-2147000149/mountain-hiking/from-mettmen-or-kies-schwanden-413/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leglerhuette-sac-2147000149/berg-und-alpinwandern/von-mettmen-oder-kies-schwanden-413/;From the reservoir 'Stausee Garichti', follow the path up-valley past Niderenalp, turn right at Hübschböden and climb up to Sunnenbergfurggele (small pass). Continue up past some boulders, then traverse round and drop slightly down to reach the Leglerhütte.
Von Elm Ämpächli;Leglerhütte SAC 2273 m;T2;3:30 h; 1100 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leglerhuette-sac-2147000149/mountain-hiking/von-elm-aempaechli-779/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leglerhuette-sac-2147000149/berg-und-alpinwandern/von-elm-aempaechli-779/;Auf markiertem Bergwanderweg über ober Ämpächli - Pleus - P. 2117 - Wildmad zum Wildmadfurggeli. Anschliessend hinunter nach Hinter Matt (P. 2135) und an den Nordfuss von Schwarz Chöpf, vor der trifft man auf den Weg von Mettmen, auf diesem via Sunnenbergfurggele zur Leglerhütte SAC.
From the Garichti reservoir (Normal route);Leglerhütte SAC 2273 m;PD;2:30 h; 700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leglerhuette-sac-2147000149/ski-touring/from-the-garichti-reservoir-2948/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leglerhuette-sac-2147000149/skitouren/vom-stausee-garichti-zur-leglerhuette-2948/;From the top cable carstation (approx. 1600 m) pass Berghotel Mettmen at northeastern end of the Garichti reservoir and head southeast along the northern shore and round to point 1648 to the alluvial plain of Matt. At the southern end of this circular plain you climb directly up the valley on the east of the Niderenbach (stream), before joining the line of the summer path again at about 1760 m. Go south to the huts of Niderenalp and all the way along the valley floor to point 1923. Climb the gentle slopes SW, then arc round W up to P. 2108. From here continue up to the saddle (Sunnenbergfurggele, 2210 m), then left (SW) upslope to about 2300 m, before contouring round and gliding gently down to the Leglerhütte on its rock pedestal.
Ab der Bergstation der Sesselbahn Pleus (Skigebiet Elm);Leglerhütte SAC 2273 m;PD+;2:30 h; 650 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/leglerhuette-sac-2147000149/ski-touring/ab-der-bergstation-der-sesselbahn-pleus-skigebiet-elm-2949/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/leglerhuette-sac-2147000149/skitouren/ab-der-bergstation-der-sesselbahn-pleus-skigebiet-elm-2949/;Von der Bergstation der Sesselbahn Pleus (ca. 2100 m) westwärts bis auf 2180 m aufsteigen. Im Bereich des Sommerwegs Richtung Norden durch die Rinne das Felsband überwinden und über den Rücken Richtung Westsüdwest zur Furggel (2377 m) aufsteigen. Direkt über die Furggel westwärts traversieren (oder noch auf den Gipfel des Vorder Blistocks (2405 m) aufsteigen), von da westwärts über schöne Hänge gegen Punkt 2196 abfahren und südwestwärts über die Flächen und durch die Bachrinnen via Punkt 2011 in den Kessel des Niderenbachs hinunter, wobei ein kurzes Steilstück durch die Felsstufe am bequemsten im Bereich des Sommerwegs überwunden wird. In der Mulde wieder anfellen und westwärts via Punkt 2108 und an der Sunnenbergfurggele (2210 m) vorbei den Markierungsstangen entlang bis auf etwa 2300 m aufsteigen. Das letzte Stück zur Leglerhütte hinüber leicht abfahren.
From Lenk via Färiche and Iffigenalp (Normal route);Wildstrubelhütte SAC 2793 m;T2;6 h; 1800 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/mountain-hiking/from-lenk-via-faeriche-and-iffigenalp-463/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/berg-und-alpinwandern/von-lenk-ueber-faeriche-und-iffigenalp-463/;From Lenk train station, follow the road to the Lenkersee and continue to Ey (P. 1078). Cross the bridge and turn right to follow the well-marked hiking trail via Teufebode, Färiche and Langersite to the Iffigfal (waterfall). Oovercome the steep step to the right (W) of the waterfall, the follow the road, or footpath beside it, along to Iffigenalp. In the summer season, this section can be covered by bus or car, shortening the ascent by half.
Von Montana über die Wisshorelücke;Wildstrubelhütte SAC 2793 m;T3;1:15 h; 170 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/mountain-hiking/von-montana-ueber-die-wisshoreluecke-464/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/berg-und-alpinwandern/von-montana-ueber-die-wisshoreluecke-464/;Von der Bergstation der Seilbahn Plaine Morte (2881 m) steigt man zuerst auf die Pointe de la Plaine Morte (2926 m). Von hier folgt man dem Weg über den Geröll- oder Firnrücken hinunter in den Sattel P. 2740. Weiter folgt man dem Pfad westlich der Pointe de Vatseret und später nach Westen aufsteigend zur Wisshorelücke (2851 m). Nach der Lücke führt der Pfad in nordwestlicher Richtung hinunter zur Wildstrubelhütte.
Von der Wildhornhütte über Schnidejoch und Rawilpass;Wildstrubelhütte SAC 2793 m;T3;5:30 h; 1130 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/mountain-hiking/von-der-wildhornhuette-ueber-schnidejoch-und-rawilpass-40678/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/berg-und-alpinwandern/von-der-wildhornhuette-ueber-schnidejoch-und-rawilpass-40678/;Von der Wildhornhütte SAC auf die alte Seitenmoräne des Chilchligletscher, an dessen Zunge und Ufer vorbei zum Schnidejoch. Duch die Gerölllandschaft hinunter bis fast zum Lac de Téné, einem Karsee in karger Felslandschaft. In reizvollem Auf und Ab quert der Weg zu den Ebenen südlich des Rawilpass. Auf der Passhöhe rechts vorbei an den etwas höher gelegenen Rawilseeleni zum Schlussaufstieg zur Wildstrubelhütte SAC.
Vom Lac de Tseuzier über Mondralêche und Weisshornsee;Wildstrubelhütte SAC 2793 m;T3+;4:30 h; 1150 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/mountain-hiking/vom-lac-de-tseuzier-ueber-mondraleche-und-weisshornsee-467/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/berg-und-alpinwandern/vom-lac-de-tseuzier-ueber-mondraleche-und-weisshornsee-467/;Vom Staudamm des Lac de Tseuzier (1779 m) geht man zuerst über die Staumauer und folgt dem Alpsträssen nach Mondralêche (2019 m) hinauf. Nun folgt man zuerst dem Fahrweg, dann dem Bergweg hinauf, passiert dabei westlich den mit Kreuz versehenen Felskopf bei La Combe. Bei P. 2188 folgt man dem Bergweg in nordwestlicher, dann nordöstlicher Richtung hinauf zur Fläche von Plaine Morte Huiton. Bei P. 2448 folgt man dem Bergweg nach Norden, später steiler westlich des Weisshornsees hinauf zum Übergang zwischen dem Rohrbachstein und P. 2884. Nun führt der Weg nach Nordosten zur Wysshorelücke (2851 m) und absteigend nach Nordwesten zur Hütte.
Von Crans-sur-Sierre (Ancien Bisse du Ro);Wildstrubelhütte SAC 2793 m;T3+;6 h; 1570 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/mountain-hiking/von-crans-sur-sierre-ancien-bisse-du-ro-466/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/berg-und-alpinwandern/von-crans-sur-sierre-ancien-bisse-du-ro-466/;Von Crans-sur-Sierre (Post, 1476 m) folgt man der Strasse nach Westen bis zur Haltestelle Pas de l'Ours (wer mit dem Postauto von Sion nach Crans fährt, kann bereits hier aussteigen). Von hier folgt man auf einer schmaleren Strasse, bis rechts der Wanderweg zum Pas de l'Ours und zur Ancien Bisse du Ro abzweigt. Nun steigt man auf dem Wanderweg nach Norden bis oberhalb des Pas de l'Ours an. Hier zweigt der gut unterhaltene Weg zur Ancien Bisse du Ro ab. Man folgt dem Weg, teilweise über exponierte Kunstbauten aus Holz in der senkrechten bis überhängenden Felswand bis in den Graben der l'Ertentse. Kurz vor dem Bach zweigt ein Weg rechts ansteigend ab. Man folgt diesem und quert den Bach bei P. 1733. Man steigt auf der orografisch rechten Bachseite bis zu den Alphütten von La Cave d'Er de Lens. Kurz nach der Alpsiedlung quert man wieder die l'Ertentse und folgt steil dem Tal hinauf bis zum Bergweg (P. 2398), der von der Bergstation der Bella Lui herkommt. Nun gelangt man auf dem schmalen Weg deutlich weniger steil entlang der SSW-Rippe unter der Pointe de la Plaine Morte hinauf zur Fläche von Plaine Morte Huiton. Bei P. 2449 folgt man dem Bergweg nach Norden, später steiler westlich des Wysshornsees hinauf zum Übergang zwischen dem Rohrbachstein und P. 2865. Nun führt der Weg nach Nordosten zur Wysshorelücke (2852 m) und absteigend nach Nordwesten zur Hütte.
From Montana via Glacier de la Plaine Morte (Normal route);Wildstrubelhütte SAC 2793 m;F;1–1:30 h; 150 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildstrubelhuette-sac-2147000294/ski-touring/from-montana-via-glacier-de-la-plaine-morte-3184/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wildstrubelhuette-sac-2147000294/skitouren/von-montana-ueber-den-glacier-de-la-plaine-morte-3184/;Descend from the top station of the aerial cableway (2881 m) to the Glacier de la Plaine Morte. Continue NW under Pointe de Vatseret, then ascend W westwards to the Wisshorelücke (2851 m). Contour across the SW flank of the Wisshore and down to the Wildstrubelhütte.
